Gene ID,0.5_lowLight,2_lowLight,4_lowLight,6_lowLight,8_lowLight,9_lowLight,10_lowLight,12_lowLight,0.5_ClearLight,2_ClearLight,4_ClearLight,6_ClearLight,8_ClearLight,9_ClearLight,10_ClearLight,12_ClearLight
 Synpcc7942_0182 ,0.06,0.03,0.05,0.04,0.04,0.03,0.03,0.02,0.05,0.03,0.02,0.02,0.03,0.04,0.04,0.03
 Synpcc7942_0183 ,0.19,0.24,0.18,0.19,0.17,0.25,0.25,0.22,0.22,0.14,0.14,0.11,0.13,0.14,0.18,0.51
 Synpcc7942_0184 ,0.15,0.17,0.15,0.12,0.16,0.19,0.20,0.20,0.23,0.14,0.15,0.12,0.11,0.13,0.14,0.24
 Synpcc7942_0185 ,0.12,0.16,0.14,0.14,0.11,0.13,0.13,0.13,0.10,0.14,0.15,0.14,0.15,0.15,0.13,0.17
 Synpcc7942_0186 ,0.07,0.10,0.08,0.08,0.10,0.07,0.10,0.11,0.07,0.14,0.07,0.09,0.08,0.09,0.08,0.09
 Synpcc7942_0187 ,0.21,0.29,0.35,0.30,0.26,0.21,0.20,0.18,0.25,0.25,0.25,0.26,0.24,0.23,0.22,0.21
 Synpcc7942_0188 ,0.30,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.23,0.03,0.02,0.02,0.03,0.04,0.02,0.07
 Synpcc7942_0189 ,2.88,2.62,2.06,2.24,2.20,2.29,2.53,2.46,3.37,3.29,2.52,2.48,2.28,2.39,2.57,2.39
 Synpcc7942_0190 ,0.11,0.06,0.08,0.08,0.06,0.05,0.05,0.06,0.11,0.07,0.10,0.09,0.08,0.08,0.06,0.04
 Synpcc7942_0191 ,1.68,1.76,1.24,0.83,0.67,0.82,0.87,0.93,1.67,2.63,1.91,1.36,1.00,0.90,0.96,0.89
 Synpcc7942_0192 ,0.79,0.79,1.08,1.22,1.36,1.18,1.22,0.71,1.36,0.76,0.70,0.82,0.96,1.06,1.16,2.63
 Synpcc7942_0193 ,0.54,0.47,0.42,0.62,0.83,0.70,0.42,0.53,0.71,0.21,0.19,0.31,0.42,0.52,0.61,2.80
 Synpcc7942_0194 ,0.23,0.32,0.26,0.26,0.22,0.22,0.24,0.26,0.21,0.37,0.29,0.30,0.22,0.23,0.20,0.27
 Synpcc7942_0195 ,0.20,0.31,0.32,0.43,0.52,0.61,0.72,0.61,0.23,0.12,0.11,0.12,0.22,0.32,0.60,5.66
 Synpcc7942_0196 ,0.24,0.10,0.08,0.08,0.12,0.14,0.12,0.14,0.58,0.27,0.27,0.26,0.20,0.18,0.15,0.06
 Synpcc7942_0197 ,0.51,0.27,0.23,0.29,0.32,0.35,0.30,0.28,1.00,0.61,0.63,0.53,0.45,0.45,0.40,0.15
 Synpcc7942_0198 ,0.11,0.06,0.13,0.46,0.66,0.55,0.41,0.37,0.16,0.05,0.08,0.22,0.52,0.78,0.73,0.38
 Synpcc7942_0199 ,0.07,0.04,0.10,0.33,0.49,0.39,0.30,0.28,0.10,0.04,0.05,0.16,0.45,0.63,0.64,0.30
 Synpcc7942_0200 ,0.08,0.03,0.08,0.37,0.56,0.45,0.30,0.29,0.09,0.03,0.06,0.16,0.48,0.60,0.60,0.29
 Synpcc7942_0201 ,0.07,0.02,0.11,0.42,0.61,0.46,0.40,0.39,0.07,0.04,0.05,0.21,0.52,0.83,0.81,0.35
 Synpcc7942_0202 ,0.09,0.05,0.19,0.74,0.98,0.77,0.58,0.55,0.10,0.04,0.10,0.32,0.90,1.29,1.27,0.61
 Synpcc7942_0203 ,0.10,0.11,0.10,0.09,0.12,0.15,0.15,0.18,0.15,0.13,0.13,0.10,0.11,0.14,0.17,0.33
 Synpcc7942_0204 ,0.21,0.34,0.23,0.25,0.29,0.35,0.37,0.42,0.28,0.27,0.27,0.28,0.25,0.36,0.40,0.87
 Synpcc7942_0205 ,0.06,0.06,0.07,0.10,0.13,0.12,0.13,0.09,0.10,0.08,0.07,0.08,0.09,0.10,0.14,0.32
 Synpcc7942_0206 ,0.05,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.03
 Synpcc7942_0207 ,0.13,0.12,0.10,0.08,0.14,0.13,0.17,0.19,0.20,0.09,0.08,0.08,0.12,0.12,0.11,0.17
 Synpcc7942_0208 ,0.11,0.09,0.10,0.13,0.12,0.09,0.08,0.07,0.10,0.07,0.07,0.08,0.10,0.10,0.08,0.07
 Synpcc7942_0209 ,0.19,0.20,0.15,0.15,0.11,0.12,0.13,0.18,0.24,0.20,0.19,0.17,0.14,0.16,0.13,0.22
 Synpcc7942_0210 ,0.05,0.09,0.05,0.03,0.05,0.06,0.07,0.17,0.05,0.03,0.04,0.05,0.05,0.05,0.04,0.09
 Synpcc7942_0211 ,0.08,0.08,0.10,0.10,0.08,0.07,0.09,0.09,0.08,0.08,0.10,0.09,0.10,0.09,0.08,0.14
 Synpcc7942_0212 ,0.35,0.39,0.35,0.37,0.36,0.32,0.33,0.32,0.29,0.45,0.37,0.37,0.34,0.34,0.33,0.40
 Synpcc7942_0213 ,0.12,0.10,0.10,0.08,0.15,0.24,0.21,0.24,0.13,0.10,0.07,0.07,0.08,0.10,0.18,0.50
 Synpcc7942_0214 ,0.36,0.41,0.34,0.31,0.28,0.23,0.27,0.35,0.63,0.33,0.29,0.27,0.27,0.27,0.26,0.27
 Synpcc7942_0215 ,0.80,2.17,1.91,2.89,3.57,3.54,3.15,3.42,0.39,0.48,0.41,0.58,0.96,1.49,2.37,11.28
 Synpcc7942_0216 ,0.26,0.17,0.16,0.17,0.19,0.20,0.22,0.16,0.23,0.30,0.21,0.15,0.12,0.14,0.18,0.34
 Synpcc7942_0217 ,0.75,0.34,0.29,0.42,0.46,0.45,0.43,0.48,1.95,1.08,0.88,0.74,0.60,0.57,0.43,0.43
 Synpcc7942_0218 ,0.98,0.72,0.78,0.80,0.79,0.48,0.78,0.78,0.64,0.66,0.58,0.78,0.58,0.70,0.75,0.70
 Synpcc7942_0219 ,0.43,0.28,0.33,0.33,0.38,0.40,0.31,0.27,0.53,0.31,0.27,0.33,0.30,0.32,0.36,0.42
 Synpcc7942_0220 ,0.39,0.30,0.34,0.35,0.32,0.29,0.36,0.27,0.53,0.34,0.34,0.39,0.34,0.34,0.33,0.45
 Synpcc7942_0221 ,0.30,0.41,0.27,0.27,0.27,0.26,0.27,0.32,0.27,0.29,0.28,0.27,0.26,0.21,0.20,0.31
 Synpcc7942_0222 ,0.14,0.21,0.14,0.15,0.12,0.15,0.14,0.11,0.18,0.18,0.19,0.17,0.15,0.12,0.12,0.12
 Synpcc7942_0223 ,1.50,2.29,2.37,2.49,2.22,2.25,2.04,1.83,1.51,1.92,1.93,1.76,1.70,1.85,1.81,2.90
 Synpcc7942_0224 ,0.94,1.11,1.51,1.33,1.28,1.28,1.22,1.29,0.83,1.01,0.84,1.29,0.89,1.06,1.20,1.23
 Synpcc7942_0225 ,14.65,25.03,24.41,20.64,22.06,19.90,19.98,22.41,11.63,19.66,16.88,18.17,17.07,17.38,18.37,14.92
 Synpcc7942_0226 ,2.02,4.24,4.35,4.62,3.40,3.88,3.82,3.61,2.04,3.93,4.31,4.22,4.19,4.22,4.16,3.06
 Synpcc7942_0227 ,1.04,1.82,1.77,1.85,1.56,1.65,1.66,1.62,0.90,1.67,1.83,1.67,1.69,1.73,1.65,1.24
 Synpcc7942_0228 ,0.74,0.83,0.77,0.70,0.60,0.56,0.67,0.76,0.62,0.62,0.69,0.67,0.69,0.65,0.59,0.27
 Synpcc7942_0229 ,0.28,0.45,0.33,0.31,0.28,0.22,0.17,0.14,0.29,0.35,0.45,0.45,0.69,0.61,0.52,0.31
 Synpcc7942_0230 ,0.09,0.19,0.22,0.26,0.30,0.28,0.19,0.20,0.09,0.07,0.07,0.08,0.12,0.14,0.18,0.65
 Synpcc7942_0231 ,0.14,0.17,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.24,0.29,0.25,0.18,0.16,0.16,0.07
 Synpcc7942_0232 ,0.31,0.44,0.45,0.38,0.32,0.35,0.40,0.40,0.24,0.63,0.70,0.69,0.53,0.42,0.40,0.23
 Synpcc7942_0233 ,0.63,0.88,0.71,0.72,0.95,1.00,1.02,1.13,0.72,0.77,0.81,0.69,0.69,0.82,0.96,1.23
 Synpcc7942_0234 ,0.24,0.21,0.28,0.28,0.26,0.23,0.24,0.24,0.18,0.13,0.16,0.19,0.22,0.21,0.24,0.41
 Synpcc7942_0235 ,0.44,0.34,0.53,0.64,0.55,0.36,0.33,0.23,0.40,0.46,0.47,0.53,0.49,0.50,0.38,0.19
 Synpcc7942_0236 ,0.50,0.71,0.92,1.15,0.92,0.63,0.52,0.42,0.42,0.21,0.25,0.30,0.54,0.64,0.66,1.84
 Synpcc7942_0237 ,0.23,0.19,0.20,0.22,0.22,0.23,0.17,0.13,0.26,0.18,0.18,0.21,0.19,0.16,0.16,0.11
 Synpcc7942_0238 ,0.47,0.35,0.31,0.40,0.34,0.33,0.30,0.30,0.42,0.33,0.39,0.34,0.37,0.35,0.28,0.12
 Synpcc7942_0239 ,0.68,0.82,0.73,0.94,0.71,0.58,0.58,0.61,0.45,0.70,0.63,0.77,0.78,0.67,0.61,0.22
 Synpcc7942_0240 ,1.55,4.26,4.97,5.16,3.80,3.09,2.75,2.96,1.08,2.16,2.76,3.10,3.54,3.20,2.73,1.88
 Synpcc7942_0241 ,0.11,0.21,0.18,0.17,0.17,0.19,0.21,0.21,0.16,0.17,0.21,0.19,0.17,0.18,0.19,0.33
 Synpcc7942_0242 ,0.59,0.96,0.90,0.85,0.80,0.90,0.91,0.90,0.87,1.04,1.06,1.10,0.93,0.86,0.92,0.98
 Synpcc7942_0243 ,3.31,1.09,0.93,1.36,2.97,3.33,3.27,3.71,5.36,4.49,3.23,3.23,3.08,3.67,4.00,6.25
 Synpcc7942_0244 ,0.20,0.12,0.17,0.52,1.14,1.33,1.27,1.07,0.25,0.09,0.11,0.19,0.60,1.07,1.60,5.00
 Synpcc7942_0245 ,0.26,0.14,0.16,0.66,1.74,2.07,2.01,1.64,0.26,0.08,0.07,0.17,0.73,1.47,2.40,7.80
 Synpcc7942_0246 ,0.63,0.61,0.96,0.90,0.57,0.51,0.52,0.47,0.40,0.67,0.71,0.75,0.75,0.69,0.54,0.43
 Synpcc7942_0247 ,0.41,0.38,0.49,0.44,0.31,0.32,0.28,0.27,0.25,0.37,0.37,0.41,0.38,0.33,0.23,0.13
 Synpcc7942_0248 ,0.36,0.27,0.34,0.29,0.25,0.26,0.21,0.26,0.19,0.26,0.26,0.27,0.29,0.23,0.19,0.19
 Synpcc7942_0249 ,0.47,0.29,0.53,0.65,0.46,0.30,0.28,0.28,0.31,0.33,0.32,0.40,0.44,0.44,0.30,0.19
 Synpcc7942_0250 ,0.47,0.25,0.35,0.38,0.36,0.23,0.23,0.22,0.28,0.25,0.29,0.28,0.30,0.28,0.19,0.13
 Synpcc7942_0251 ,0.24,0.10,0.14,0.16,0.15,0.08,0.07,0.08,0.14,0.13,0.13,0.14,0.17,0.14,0.09,0.03
 Synpcc7942_0252 ,0.75,1.90,2.38,2.87,3.81,4.40,4.60,4.06,1.22,0.96,0.97,1.04,2.32,3.39,4.83,28.61
 Synpcc7942_0253 ,0.52,0.22,0.16,0.35,0.70,0.65,0.61,0.71,0.53,0.51,0.38,0.54,1.44,2.04,2.26,4.66
 Synpcc7942_0254 ,0.98,1.57,1.29,1.24,1.08,1.16,1.13,1.13,1.05,1.71,1.43,1.41,1.39,1.48,1.52,1.90
 Synpcc7942_0255 ,0.18,0.28,0.30,0.40,0.53,0.55,0.57,0.40,0.28,0.17,0.19,0.22,0.29,0.39,0.50,1.19
 Synpcc7942_0256 ,0.26,0.27,0.23,0.28,0.43,0.54,0.51,0.49,0.39,0.21,0.20,0.21,0.25,0.32,0.43,1.13
 Synpcc7942_0257 ,0.21,0.24,0.24,0.23,0.19,0.17,0.19,0.20,0.18,0.19,0.18,0.17,0.19,0.17,0.16,0.19
 Synpcc7942_0258 ,0.21,0.18,0.21,0.23,0.23,0.13,0.12,0.08,0.42,0.09,0.14,0.17,0.16,0.20,0.17,0.18
 Synpcc7942_0259 ,1.46,6.05,6.83,6.28,5.20,4.75,4.26,2.90,0.89,4.28,5.14,5.35,4.41,3.70,2.90,1.28
 Synpcc7942_0260 ,4.31,6.38,6.12,6.92,6.39,6.77,6.52,6.37,4.79,6.42,6.62,6.50,7.17,8.06,8.49,12.67
 Synpcc7942_0261 ,0.31,0.32,0.28,0.27,0.25,0.28,0.26,0.22,0.30,0.28,0.23,0.31,0.24,0.25,0.24,0.29
 Synpcc7942_0262 ,0.84,1.36,1.09,1.05,1.03,1.21,1.17,1.23,0.83,1.39,1.24,1.18,1.03,1.03,1.11,1.29
 Synpcc7942_0263 ,0.54,0.64,0.53,0.54,0.59,0.59,0.64,0.61,0.38,0.72,0.54,0.65,0.59,0.55,0.58,0.78
 Synpcc7942_0264 ,0.40,0.51,0.47,0.52,0.49,0.51,0.50,0.45,0.45,0.48,0.41,0.45,0.48,0.48,0.44,0.58
 Synpcc7942_0265 ,0.59,0.44,0.59,0.57,0.49,0.49,0.46,0.49,0.64,0.49,0.46,0.56,0.47,0.44,0.50,0.38
 Synpcc7942_0266 ,0.41,0.37,0.40,0.43,0.41,0.32,0.36,0.38,0.38,0.40,0.33,0.35,0.34,0.32,0.30,0.33
 Synpcc7942_0267 ,0.79,1.45,1.04,1.36,2.16,1.81,1.77,1.38,0.86,0.50,0.41,0.43,0.70,1.22,1.72,15.90
 Synpcc7942_0268 ,0.17,0.16,0.15,0.18,0.14,0.09,0.13,0.15,0.22,0.16,0.22,0.20,0.19,0.18,0.15,0.12
 Synpcc7942_0269 ,0.28,0.30,0.23,0.24,0.20,0.17,0.18,0.18,0.32,0.27,0.27,0.28,0.28,0.22,0.22,0.22
 Synpcc7942_0270 ,0.36,0.61,0.57,0.46,0.37,0.36,0.38,0.44,0.29,0.69,0.65,0.62,0.56,0.53,0.42,0.29
 Synpcc7942_0271 ,0.22,0.39,0.31,0.29,0.24,0.20,0.24,0.28,0.19,0.39,0.40,0.38,0.31,0.29,0.25,0.19
 Synpcc7942_0272 ,0.42,0.51,0.39,0.39,0.31,0.33,0.33,0.33,0.33,0.48,0.38,0.36,0.34,0.30,0.24,0.22
 Synpcc7942_0273 ,0.25,0.18,0.18,0.15,0.13,0.14,0.13,0.16,0.18,0.20,0.13,0.14,0.12,0.15,0.12,0.09
 Synpcc7942_0274 ,0.07,0.20,0.23,0.22,0.22,0.22,0.20,0.03,0.44,0.19,0.14,0.17,0.17,0.22,0.25,0.18
 Synpcc7942_0275 ,0.11,0.10,0.16,0.17,0.23,0.13,0.19,0.05,0.35,0.22,0.14,0.17,0.16,0.17,0.23,0.13
 Synpcc7942_0276 ,0.38,0.60,0.61,0.64,0.59,0.49,0.46,0.43,0.39,0.38,0.35,0.38,0.39,0.43,0.42,0.80
 Synpcc7942_0277 ,0.15,0.17,0.14,0.15,0.13,0.15,0.15,0.18,0.13,0.17,0.16,0.15,0.14,0.11,0.13,0.17
 Synpcc7942_0278 ,0.02,0.02,0.02,0.07,0.20,0.28,0.30,0.24,0.01,0.01,0.01,0.03,0.08,0.17,0.21,0.86
 Synpcc7942_0279 ,0.05,0.05,0.06,0.10,0.19,0.23,0.22,0.20,0.05,0.03,0.03,0.04,0.08,0.15,0.21,0.71
 Synpcc7942_0280 ,0.36,0.17,0.13,0.15,0.16,0.22,0.21,0.20,0.27,0.33,0.22,0.23,0.17,0.17,0.21,0.06
 Synpcc7942_0281 ,0.95,0.79,0.63,0.63,0.65,0.84,0.87,0.79,0.95,1.35,1.00,0.99,0.71,0.72,0.81,0.35
 Synpcc7942_0282 ,2.65,2.41,2.01,2.07,1.87,2.30,2.63,2.22,2.46,3.80,2.99,2.68,2.07,2.17,2.26,1.57
 Synpcc7942_0283 ,0.08,0.10,0.08,0.07,0.10,0.12,0.10,0.11,0.09,0.11,0.09,0.10,0.06,0.06,0.07,0.12
 Synpcc7942_0284 ,3.22,4.65,3.74,3.33,2.55,2.91,3.00,3.92,2.66,5.17,3.64,3.83,3.28,2.91,2.71,1.68
 Synpcc7942_0285 ,4.65,6.34,5.03,4.47,3.75,3.99,4.00,4.39,3.65,7.59,6.66,5.65,4.57,4.33,4.06,1.80
 Synpcc7942_0286 ,0.82,1.01,1.00,0.82,0.69,0.75,0.81,0.80,0.99,1.12,1.03,1.06,0.89,0.78,0.71,0.31
 Synpcc7942_0287 ,0.26,0.25,0.23,0.24,0.21,0.22,0.22,0.11,0.29,0.23,0.20,0.18,0.17,0.18,0.18,0.05
 Synpcc7942_0288 ,0.57,0.75,0.77,0.56,0.35,0.31,0.38,0.34,0.35,0.77,0.84,0.87,0.65,0.49,0.36,0.21
 Synpcc7942_0289 ,1.13,1.78,1.56,1.54,1.32,1.39,1.52,1.51,1.19,1.87,1.60,1.63,1.54,1.55,1.56,1.51
 Synpcc7942_0290 ,0.56,0.49,0.37,0.40,0.42,0.45,0.45,0.44,0.51,0.56,0.48,0.41,0.41,0.38,0.40,0.33
 Synpcc7942_0291 ,0.73,1.53,1.32,1.37,1.93,2.13,2.09,2.80,0.69,0.96,0.74,1.03,1.32,1.46,1.85,5.14
 Synpcc7942_0292 ,0.12,0.27,0.23,0.26,0.41,0.51,0.49,0.47,0.16,0.18,0.21,0.21,0.32,0.39,0.47,0.98
 Synpcc7942_0293 ,0.74,0.63,0.88,0.75,0.48,0.43,0.42,0.44,0.87,0.61,0.68,0.63,0.63,0.47,0.45,0.31
 Synpcc7942_0294 ,4.00,17.40,17.76,15.48,11.53,12.38,12.28,11.57,3.06,13.79,15.84,16.56,14.86,14.20,12.43,6.41
 Synpcc7942_0295 ,1.90,2.92,2.75,2.11,1.12,1.22,1.36,1.49,1.50,3.85,3.48,3.08,2.31,1.87,1.65,0.95
 Synpcc7942_0296 ,0.55,0.61,0.53,0.50,0.49,0.54,0.52,0.59,0.52,0.66,0.67,0.63,0.53,0.51,0.57,0.44
 Synpcc7942_0297 ,1.77,1.86,2.32,2.81,2.46,2.52,2.37,2.16,2.33,2.59,3.08,3.03,2.82,3.00,2.84,2.39
 Synpcc7942_0298 ,0.30,0.23,0.24,0.18,0.16,0.17,0.14,0.24,0.37,0.16,0.20,0.19,0.17,0.12,0.12,0.18
 Synpcc7942_0299 ,0.60,0.36,0.42,0.39,0.31,0.26,0.25,0.23,0.44,0.51,0.60,0.56,0.46,0.37,0.27,0.16
 Synpcc7942_0300 ,1.21,0.82,1.10,0.93,0.63,0.57,0.54,0.57,0.86,1.03,1.23,1.17,1.08,0.83,0.57,0.50
 Synpcc7942_0301 ,0.92,1.51,1.39,1.38,1.75,1.95,1.76,2.04,1.36,1.13,1.20,1.40,1.42,1.66,1.90,3.29
 Synpcc7942_0302 ,0.05,0.02,0.03,0.03,0.16,0.28,0.36,0.36,0.03,0.02,0.02,0.03,0.07,0.09,0.25,0.83
 Synpcc7942_0303 ,0.03,0.02,0.01,0.02,0.03,0.03,0.03,0.02,0.11,0.01,0.02,0.03,0.03,0.04,0.04,0.02
 Synpcc7942_0304 ,0.13,0.10,0.29,1.55,4.60,4.98,4.72,4.47,0.09,0.05,0.13,0.53,2.24,3.48,4.19,6.06
 Synpcc7942_0305 ,0.31,0.49,0.43,0.75,1.56,1.72,1.80,1.86,0.38,0.27,0.29,0.37,0.94,1.40,1.69,2.53
 Synpcc7942_0306 ,0.16,0.07,0.07,0.14,0.10,0.12,0.09,0.12,0.16,0.05,0.05,0.06,0.06,0.08,0.08,0.14
 Synpcc7942_0307 ,0.36,0.35,0.53,0.75,0.83,0.65,0.54,0.43,0.34,0.21,0.21,0.28,0.37,0.55,0.60,0.62
 Synpcc7942_0308 ,0.72,0.65,0.83,1.13,1.10,0.89,0.74,0.75,0.53,0.40,0.43,0.47,0.60,0.78,0.89,0.89
 Synpcc7942_0309 ,0.88,1.08,1.37,1.81,1.69,1.33,1.12,0.91,0.71,0.59,0.59,0.73,0.97,1.07,1.18,1.35
 Synpcc7942_0310 ,0.11,0.15,0.12,0.10,0.10,0.12,0.11,0.13,0.10,0.16,0.12,0.14,0.09,0.11,0.09,0.09
 Synpcc7942_0311 ,0.28,0.18,0.16,0.20,0.23,0.29,0.33,0.32,0.21,0.18,0.14,0.14,0.12,0.13,0.24,0.66
 Synpcc7942_0312 ,0.18,0.21,0.24,0.26,1.02,1.53,1.85,2.01,0.18,0.07,0.10,0.09,0.17,0.41,1.24,7.42
 Synpcc7942_0313 ,0.58,0.83,0.75,0.75,0.69,0.79,0.89,0.83,1.25,0.99,0.99,1.06,1.13,1.07,1.10,0.76
 Synpcc7942_0314 ,0.26,0.32,0.27,0.29,0.24,0.29,0.28,0.26,0.26,0.36,0.33,0.32,0.23,0.22,0.21,0.20
 Synpcc7942_0315 ,1.84,2.28,1.96,2.72,3.76,3.54,3.20,3.26,1.23,3.09,2.71,2.73,3.00,3.51,3.54,3.66
 Synpcc7942_0316 ,1.33,2.17,2.89,9.06,19.61,15.16,13.60,13.30,1.11,3.13,3.31,5.66,13.15,19.10,21.25,19.50
 Synpcc7942_0317 ,0.26,0.28,0.37,0.61,0.61,0.46,0.36,0.30,0.33,0.27,0.34,0.42,0.65,0.72,0.59,0.47
 Synpcc7942_0318 ,0.22,0.83,1.17,1.50,1.22,0.67,0.55,0.53,0.24,0.75,1.03,1.14,1.46,1.55,1.26,0.45
 Synpcc7942_0319 ,0.12,0.32,0.31,0.37,0.31,0.24,0.23,0.26,0.17,0.31,0.37,0.38,0.43,0.49,0.35,0.34
 Synpcc7942_0320 ,0.15,0.21,0.20,0.13,0.11,0.14,0.14,0.16,0.14,0.23,0.24,0.24,0.16,0.14,0.12,0.11
 Synpcc7942_0321 ,8.58,9.45,15.60,19.41,22.67,20.95,18.54,16.96,8.34,6.35,13.91,17.08,16.91,19.81,23.78,32.94
 Synpcc7942_0322 ,0.25,0.22,0.19,0.18,0.20,0.21,0.21,0.22,0.34,0.21,0.22,0.23,0.20,0.22,0.23,0.26
 Synpcc7942_0323 ,0.16,0.17,0.16,0.20,0.17,0.16,0.12,0.17,0.15,0.10,0.12,0.13,0.17,0.16,0.16,0.29
 Synpcc7942_0324 ,0.46,0.66,0.77,1.15,0.95,0.65,0.57,0.46,0.45,0.44,0.54,0.65,0.80,0.83,0.74,0.81
 Synpcc7942_0325 ,10.60,78.25,89.69,104.36,66.30,68.66,66.58,61.75,5.69,47.03,63.40,69.22,69.55,70.14,65.48,45.18
 Synpcc7942_0326 ,9.90,90.32,121.32,124.12,84.51,81.27,81.41,56.92,7.05,55.36,76.32,83.59,81.54,82.74,76.61,58.38
 Synpcc7942_0327 ,15.26,108.46,129.24,141.54,94.05,93.62,87.24,75.38,7.84,61.37,86.52,94.98,92.97,93.16,85.94,62.23
 Synpcc7942_0328 ,2.46,12.49,14.73,17.16,12.69,12.89,12.21,10.48,1.81,7.22,10.37,11.73,11.34,12.09,12.01,9.64
 Synpcc7942_0329 ,0.25,0.49,0.60,0.49,0.32,0.32,0.33,0.31,0.08,0.40,0.47,0.52,0.47,0.38,0.31,0.14
 Synpcc7942_0330 ,20.29,32.00,28.32,25.06,14.51,17.68,18.28,21.25,10.05,36.56,28.65,26.79,20.39,17.73,16.81,7.43
 Synpcc7942_0331 ,16.71,33.34,35.19,26.29,15.32,17.70,20.00,20.13,9.72,39.01,33.19,28.36,20.81,18.74,17.04,7.46
 Synpcc7942_0332 ,23.41,42.52,41.44,30.79,18.19,21.43,22.69,27.65,10.73,42.86,39.20,34.90,22.95,20.81,19.36,7.57
 Synpcc7942_0333 ,8.35,13.03,14.61,12.10,6.53,7.56,9.01,8.54,5.39,18.22,16.52,15.47,11.21,9.42,8.26,3.58
 Synpcc7942_0334 ,6.75,9.59,10.28,8.04,4.69,5.78,6.46,6.45,3.92,12.94,12.13,10.98,7.81,6.79,5.94,2.07
 Synpcc7942_0335 ,3.93,5.00,5.35,4.46,2.60,3.12,3.42,3.51,1.99,7.37,7.04,6.69,4.71,3.90,3.58,1.08
 Synpcc7942_0336 ,4.99,6.25,7.19,5.62,3.52,4.00,4.62,4.65,3.09,8.44,8.75,7.75,5.74,5.02,4.64,1.54
 Synpcc7942_0337 ,4.70,5.68,5.98,4.89,3.10,3.82,4.06,4.27,2.27,7.95,7.97,6.87,5.11,4.08,3.92,1.06
 Synpcc7942_0338 ,0.72,0.85,0.84,0.67,0.68,0.66,0.77,0.71,0.44,1.55,1.35,1.48,1.06,0.94,0.76,0.82
 Synpcc7942_0339 ,0.46,0.29,0.26,0.27,0.25,0.30,0.30,0.33,0.25,0.55,0.51,0.46,0.36,0.30,0.27,0.29
 Synpcc7942_0340 ,0.43,0.25,0.22,0.22,0.30,0.31,0.28,0.33,0.29,0.32,0.31,0.25,0.23,0.23,0.27,0.41
 Synpcc7942_0341 ,0.25,0.21,0.18,0.18,0.23,0.17,0.18,0.24,0.23,0.24,0.24,0.22,0.18,0.16,0.19,0.20
 Synpcc7942_0342 ,0.35,0.20,0.24,0.30,0.38,0.20,0.33,0.30,0.85,0.20,0.23,0.27,0.22,0.31,0.29,0.77
 Synpcc7942_0343 ,2.97,5.71,5.32,5.38,4.86,5.44,5.93,5.06,3.90,5.90,5.49,5.51,5.08,5.34,5.65,6.31
 Synpcc7942_0344 ,0.99,0.48,0.59,0.87,0.84,0.53,0.43,0.35,1.08,0.58,0.60,0.72,1.02,1.00,0.72,0.42
 Synpcc7942_0345 ,0.28,0.22,0.21,0.18,0.21,0.20,0.21,0.22,0.25,0.21,0.17,0.17,0.18,0.16,0.16,0.14
 Synpcc7942_0346 ,0.32,0.30,0.24,0.26,0.25,0.32,0.27,0.24,0.49,0.24,0.22,0.22,0.27,0.31,0.28,0.38
 Synpcc7942_0347 ,12.67,14.19,13.31,9.93,13.02,15.00,18.19,17.44,8.40,21.43,14.15,14.22,11.41,10.81,11.27,14.14
 Synpcc7942_0348 ,0.78,0.90,1.17,1.11,1.07,1.26,1.41,1.29,0.91,0.80,0.95,1.05,0.99,1.05,1.19,1.88
 Synpcc7942_0349 ,0.46,1.00,0.93,0.98,1.09,1.18,1.21,1.14,0.50,0.61,0.68,0.78,0.85,1.05,1.14,2.74
 Synpcc7942_0350 ,0.16,0.15,0.15,0.21,0.19,0.16,0.12,0.14,0.15,0.09,0.13,0.13,0.16,0.16,0.17,0.14
 Synpcc7942_0351 ,0.32,0.31,0.51,0.49,0.38,0.21,0.18,0.21,0.27,0.25,0.25,0.31,0.30,0.24,0.20,0.14
 Synpcc7942_0352 ,0.93,0.56,0.43,0.39,0.50,0.58,0.48,0.41,1.25,0.43,0.48,0.46,0.45,0.56,0.56,0.55
 Synpcc7942_0353 ,0.11,0.16,0.28,0.43,0.34,0.18,0.14,0.12,0.08,0.06,0.09,0.14,0.29,0.29,0.21,0.15
 Synpcc7942_0354 ,0.23,0.23,0.18,0.17,0.28,0.32,0.35,0.38,0.24,0.26,0.22,0.21,0.21,0.21,0.30,0.47
 Synpcc7942_0355 ,0.84,1.25,1.26,1.32,1.65,1.70,1.91,1.92,0.87,1.35,1.26,1.24,1.23,1.40,1.96,4.02
 Synpcc7942_0356 ,0.50,1.66,1.48,1.19,1.70,2.01,1.72,1.66,0.83,1.31,1.12,1.19,1.37,1.28,1.78,3.16
 Synpcc7942_0357 ,0.34,0.42,0.48,0.46,0.32,0.31,0.30,0.30,0.28,0.46,0.47,0.46,0.44,0.36,0.32,0.25
 Synpcc7942_0358 ,0.18,0.09,0.09,0.09,0.09,0.10,0.08,0.09,0.16,0.14,0.14,0.11,0.09,0.10,0.07,0.07
