Gene ID,0.5_lowLight,2_lowLight,4_lowLight,6_lowLight,8_lowLight,9_lowLight,10_lowLight,12_lowLight,0.5_ClearLight,2_ClearLight,4_ClearLight,6_ClearLight,8_ClearLight,9_ClearLight,10_ClearLight,12_ClearLight
 Synpcc7942_2412 ,0.06,0.09,0.11,0.17,0.24,0.19,0.21,0.13,0.15,0.06,0.08,0.11,0.20,0.24,0.27,0.91
 Synpcc7942_2413 ,0.04,0.03,0.04,0.07,0.05,0.06,0.07,0.01,0.11,0.10,0.13,0.11,0.06,0.07,0.04,0.04
 Synpcc7942_2414 ,0.14,0.12,0.10,0.12,0.12,0.11,0.12,0.12,0.22,0.32,0.29,0.33,0.21,0.17,0.12,0.05
 Synpcc7942_2415 ,0.39,0.49,0.37,0.32,0.28,0.34,0.35,0.34,0.36,0.69,0.53,0.49,0.35,0.32,0.35,0.48
 Synpcc7942_2416 ,0.13,0.03,0.04,0.06,0.04,0.03,0.04,0.04,0.21,0.19,0.15,0.18,0.08,0.06,0.04,0.01
 Synpcc7942_2417 ,0.39,0.21,0.26,0.23,0.19,0.16,0.14,0.13,0.48,0.18,0.22,0.21,0.21,0.20,0.13,0.09
 Synpcc7942_2418 ,0.08,0.05,0.04,0.04,0.06,0.05,0.05,0.08,0.12,0.03,0.03,0.03,0.04,0.04,0.04,0.10
 Synpcc7942_2419 ,0.10,0.25,0.37,0.37,0.48,0.49,0.48,0.39,0.32,0.14,0.20,0.25,0.22,0.26,0.29,0.06
 Synpcc7942_2420 ,0.60,0.68,0.54,0.66,0.92,1.03,0.92,1.01,0.78,0.52,0.51,0.59,0.60,0.72,0.94,2.07
 Synpcc7942_2421 ,0.10,0.06,0.10,0.09,0.07,0.05,0.05,0.03,0.07,0.06,0.08,0.06,0.08,0.08,0.05,0.03
 Synpcc7942_2422 ,0.70,0.58,1.06,1.44,1.22,0.73,0.54,0.48,0.51,0.49,0.69,0.78,1.16,1.06,0.77,0.35
 Synpcc7942_2423 ,0.32,0.30,0.29,0.44,0.49,0.48,0.48,0.48,0.36,0.27,0.30,0.33,0.41,0.46,0.47,0.57
 Synpcc7942_2424 ,0.09,0.11,0.45,1.45,1.58,1.54,1.34,1.20,0.06,0.13,0.34,0.67,1.12,1.30,1.46,2.46
 Synpcc7942_2425 ,0.39,0.40,0.39,0.38,0.27,0.29,0.29,0.33,0.27,0.80,0.77,0.77,0.53,0.34,0.25,0.10
 Synpcc7942_2426 ,4.48,6.13,5.81,4.88,4.05,4.23,4.21,5.05,2.58,6.17,3.83,5.49,4.56,3.96,3.73,3.11
 Synpcc7942_2427 ,0.35,0.33,0.49,0.58,0.49,0.52,0.52,0.52,0.40,0.18,0.18,0.23,0.22,0.26,0.32,0.82
 Synpcc7942_2428 ,0.64,0.41,0.43,0.40,0.35,0.38,0.51,0.32,0.83,0.47,0.57,0.42,0.43,0.37,0.38,0.36
 Synpcc7942_2429 ,0.80,0.63,0.57,0.64,0.58,0.69,0.68,0.77,1.05,0.63,0.62,0.66,0.49,0.57,0.68,0.72
 Synpcc7942_2430 ,0.09,0.09,0.08,0.07,0.13,0.12,0.11,0.09,0.09,0.12,0.08,0.07,0.08,0.08,0.11,0.16
 Synpcc7942_2431 ,0.05,0.07,0.12,0.26,0.25,0.17,0.11,0.11,0.05,0.03,0.03,0.05,0.13,0.18,0.17,0.24
 Synpcc7942_2432 ,0.18,0.16,0.13,0.15,0.29,0.40,0.35,0.28,0.30,0.09,0.09,0.13,0.16,0.21,0.28,1.09
 Synpcc7942_2433 ,0.15,0.12,0.13,0.14,0.27,0.29,0.28,0.30,0.27,0.10,0.10,0.12,0.11,0.19,0.28,0.68
 Synpcc7942_2434 ,1.20,1.82,1.34,1.34,1.42,1.49,1.64,1.67,1.39,1.46,1.27,1.25,1.36,1.32,1.47,3.01
 Synpcc7942_2435 ,0.45,0.39,0.27,0.31,0.32,0.36,0.35,0.35,0.40,0.47,0.39,0.34,0.27,0.30,0.29,0.41
 Synpcc7942_2436 ,0.39,0.41,0.35,0.33,0.36,0.42,0.47,0.36,0.36,0.54,0.48,0.44,0.40,0.38,0.42,0.37
 Synpcc7942_2437 ,0.56,0.84,0.69,0.69,0.71,0.75,0.81,0.80,0.61,1.04,0.88,0.83,0.74,0.73,0.80,1.04
 Synpcc7942_2438 ,0.45,0.64,0.66,0.76,0.70,0.68,0.67,0.75,0.37,0.55,0.59,0.60,0.60,0.63,0.58,0.56
 Synpcc7942_2439 ,2.10,2.76,3.54,4.22,3.09,2.52,2.55,2.26,1.27,4.29,4.42,4.53,3.89,3.51,2.67,1.28
 Synpcc7942_2440 ,0.99,1.53,1.45,1.83,2.27,2.73,2.74,2.49,1.08,1.84,1.80,1.93,2.09,2.45,3.14,5.53
 Synpcc7942_2441 ,1.18,0.71,0.73,0.83,0.65,0.72,0.81,0.73,0.96,1.12,0.82,0.80,0.69,0.69,0.73,0.64
 Synpcc7942_2442 ,1.07,0.57,0.60,0.68,0.52,0.61,0.67,0.57,0.87,0.99,0.76,0.78,0.58,0.61,0.58,0.22
 Synpcc7942_2443 ,1.05,0.65,0.65,0.76,0.57,0.61,0.72,0.59,1.02,1.16,0.86,0.81,0.64,0.68,0.61,0.27
 Synpcc7942_2444 ,1.39,0.71,0.73,0.74,0.53,0.57,0.60,0.67,0.94,1.17,0.79,0.82,0.68,0.61,0.59,0.38
 Synpcc7942_2445 ,1.65,0.11,0.13,0.26,0.30,0.26,0.25,0.19,0.87,0.21,0.19,0.18,0.18,0.22,0.23,0.16
 Synpcc7942_2446 ,3.57,2.66,2.01,2.21,2.39,2.45,2.46,2.30,5.63,2.73,2.87,2.79,2.88,3.34,3.41,3.77
 Synpcc7942_2447 ,0.46,0.21,0.40,0.37,0.45,0.33,0.22,0.18,0.82,0.11,0.12,0.15,0.32,0.31,0.33,0.52
 Synpcc7942_2448 ,0.31,0.22,0.28,0.34,0.52,0.58,0.57,0.58,0.50,0.18,0.23,0.26,0.34,0.36,0.53,1.08
 Synpcc7942_2449 ,3.18,5.31,5.17,6.24,7.77,10.15,9.77,7.65,3.12,7.39,6.63,5.99,6.14,7.19,7.93,8.71
 Synpcc7942_2450 ,0.22,0.64,1.69,2.47,1.86,1.02,0.76,0.70,0.15,0.69,1.13,1.52,1.84,1.79,1.37,0.38
 Synpcc7942_2451 ,0.58,0.99,2.13,3.29,2.43,1.64,1.20,1.10,0.42,0.86,1.32,1.74,2.24,2.09,1.65,0.98
 Synpcc7942_2452 ,0.53,0.82,1.98,2.76,2.04,1.22,1.06,0.89,0.39,0.79,1.21,1.47,1.96,1.79,1.35,0.57
 Synpcc7942_2453 ,0.58,0.82,1.84,2.60,1.82,1.19,0.98,0.84,0.44,0.79,1.17,1.52,1.84,1.72,1.19,0.55
 Synpcc7942_2454 ,0.77,0.77,0.86,0.93,0.98,1.20,1.30,1.25,0.74,0.88,0.90,0.92,0.86,0.90,1.17,1.12
 Synpcc7942_2455 ,0.95,0.91,0.88,0.78,0.79,0.80,0.82,0.81,0.69,1.01,0.96,0.89,0.77,0.74,0.66,0.65
 Synpcc7942_2456 ,0.75,0.70,0.60,0.61,0.55,0.59,0.62,0.68,0.57,0.85,0.75,0.64,0.54,0.54,0.51,0.47
 Synpcc7942_2457 ,0.84,0.99,0.72,0.67,0.55,0.52,0.61,0.68,0.59,1.33,1.16,1.19,0.90,0.69,0.60,0.30
 Synpcc7942_2458 ,0.10,0.10,0.09,0.11,0.22,0.30,0.32,0.29,0.09,0.14,0.11,0.11,0.10,0.14,0.23,1.19
 Synpcc7942_2459 ,0.57,0.62,0.99,0.84,0.56,0.36,0.56,0.18,1.30,0.71,0.60,0.72,0.69,0.65,0.50,0.26
 Synpcc7942_2460 ,0.50,0.55,0.58,0.55,0.64,0.61,0.78,0.49,0.70,0.61,0.45,0.50,0.57,0.66,0.72,0.55
 Synpcc7942_2461 ,0.03,0.02,0.04,0.15,0.41,0.58,0.75,0.57,0.03,0.02,0.02,0.07,0.24,0.39,0.56,1.50
 Synpcc7942_2462 ,0.23,0.19,0.19,0.21,0.12,0.09,0.10,0.11,0.23,0.37,0.40,0.36,0.32,0.25,0.18,0.06
 Synpcc7942_2463 ,2.40,2.41,2.99,2.41,1.45,1.21,1.31,1.32,2.71,3.95,4.35,4.01,3.44,2.75,2.14,0.84
 Synpcc7942_2464 ,0.21,0.27,0.25,0.40,0.42,0.39,0.36,0.32,0.24,0.32,0.32,0.32,0.42,0.48,0.46,0.30
 Synpcc7942_2465 ,1.35,2.14,1.99,2.91,3.85,3.47,2.87,2.98,1.63,1.97,1.68,2.11,2.76,3.17,3.15,4.73
 Synpcc7942_2466 ,0.30,0.17,0.17,0.17,0.20,0.24,0.24,0.27,0.42,0.10,0.14,0.13,0.13,0.13,0.21,0.33
 Synpcc7942_2467 ,0.19,0.22,0.21,0.18,0.15,0.19,0.24,0.21,0.13,0.24,0.25,0.22,0.22,0.17,0.22,0.31
 Synpcc7942_2468 ,4.10,0.82,1.47,3.28,3.47,3.73,3.53,2.74,1.19,6.26,6.01,5.10,5.44,5.47,5.15,1.02
 Synpcc7942_2469 ,1.02,1.50,1.53,1.44,1.01,0.99,0.91,0.93,0.96,1.34,1.47,1.37,1.22,1.15,0.93,0.59
 Synpcc7942_2470 ,0.89,0.71,0.63,0.56,0.57,0.63,0.58,0.74,0.87,0.72,0.71,0.76,0.59,0.55,0.57,0.67
 Synpcc7942_2471 ,0.90,0.81,0.68,0.65,0.50,0.62,0.64,0.67,0.84,1.10,0.86,0.80,0.72,0.59,0.69,0.58
 Synpcc7942_2472 ,0.86,0.94,0.77,0.77,0.73,0.78,0.85,0.80,0.85,1.12,0.95,1.00,0.85,0.81,0.77,0.83
 Synpcc7942_2473 ,1.50,1.05,1.40,1.58,1.39,1.09,1.07,1.15,1.07,0.48,0.53,0.62,0.78,0.74,0.67,0.80
 Synpcc7942_2474 ,1.55,0.68,0.84,1.06,1.02,0.96,0.81,1.01,1.21,0.58,0.61,0.69,0.75,0.77,0.77,0.52
 Synpcc7942_2475 ,0.86,0.61,0.56,0.56,0.44,0.47,0.46,0.52,0.65,0.92,0.86,0.76,0.62,0.47,0.43,0.23
 Synpcc7942_2476 ,0.77,1.58,1.53,2.07,2.45,2.02,1.94,1.48,0.58,0.94,0.95,1.12,1.84,1.85,2.32,1.55
 Synpcc7942_2477 ,0.26,0.57,0.49,0.54,0.67,0.72,0.69,0.70,0.46,0.59,0.74,0.66,0.80,0.93,1.03,1.72
 Synpcc7942_2478 ,0.27,0.30,0.27,0.36,0.48,0.61,0.48,0.47,0.40,0.23,0.21,0.31,0.49,0.67,0.75,2.12
 Synpcc7942_2479 ,0.46,0.63,0.63,0.69,0.62,0.67,0.63,0.45,0.85,0.58,0.50,0.52,0.58,0.67,0.63,0.80
 Synpcc7942_2480 ,0.19,0.24,0.38,0.38,0.51,0.33,0.52,0.16,0.78,0.32,0.19,0.24,0.26,0.25,0.29,0.33
 Synpcc7942_2481 ,0.84,1.27,1.69,1.80,1.62,1.50,1.62,1.02,1.71,1.08,0.86,0.89,0.93,0.97,1.13,1.20
 Synpcc7942_2482 ,1.80,2.98,3.78,3.94,3.59,3.57,3.59,2.28,3.59,2.45,2.03,2.09,1.90,2.15,2.14,2.85
 Synpcc7942_2483 ,2.08,3.41,4.36,4.40,4.08,4.02,4.24,3.03,4.30,2.88,2.25,2.16,2.13,2.33,2.42,3.54
 Synpcc7942_2484 ,0.30,0.35,0.38,0.57,0.72,0.88,0.78,0.65,0.60,0.31,0.29,0.37,0.61,0.83,1.08,2.09
 Synpcc7942_2485 ,0.25,0.35,0.45,0.65,0.81,0.95,1.01,0.57,0.47,0.25,0.25,0.37,0.70,0.84,1.15,3.01
 Synpcc7942_2486 ,0.36,0.64,0.71,0.99,1.45,1.46,1.62,1.21,0.65,0.40,0.36,0.54,1.08,1.46,1.68,5.69
 Synpcc7942_2487 ,0.87,0.93,0.87,1.14,1.14,1.19,1.20,1.33,0.88,0.74,0.70,0.83,1.17,1.13,1.12,1.32
 Synpcc7942_2488 ,0.56,0.65,0.58,0.73,0.80,0.77,0.79,0.68,0.60,0.56,0.59,0.65,0.81,0.94,0.88,0.74
 Synpcc7942_2489 ,0.13,0.12,0.07,0.15,0.18,0.16,0.18,0.13,0.16,0.15,0.20,0.17,0.24,0.20,0.20,0.09
 Synpcc7942_2490 ,0.08,0.08,0.06,0.06,0.06,0.06,0.07,0.08,0.08,0.06,0.05,0.04,0.07,0.05,0.05,0.04
 Synpcc7942_2491 ,0.69,0.92,0.79,0.70,0.66,0.62,0.71,0.80,0.61,1.03,0.84,0.85,0.78,0.80,0.73,0.67
 Synpcc7942_2492 ,0.14,0.09,0.08,0.08,0.09,0.12,0.09,0.09,0.11,0.08,0.08,0.10,0.09,0.09,0.10,0.08
 Synpcc7942_2493 ,0.16,0.14,0.11,0.14,0.13,0.13,0.11,0.14,0.14,0.15,0.14,0.13,0.10,0.11,0.12,0.07
 Synpcc7942_2494 ,0.27,0.24,0.20,0.22,0.17,0.20,0.17,0.21,0.24,0.25,0.21,0.20,0.21,0.20,0.19,0.15
 Synpcc7942_2495 ,0.17,0.15,0.15,0.16,0.14,0.14,0.15,0.15,0.17,0.17,0.15,0.19,0.16,0.14,0.15,0.20
 Synpcc7942_2496 ,0.81,1.78,1.37,1.31,1.00,1.15,1.13,1.05,0.54,1.98,1.80,1.68,1.62,1.47,1.29,0.98
 Synpcc7942_2497 ,1.91,6.01,4.95,4.46,3.50,3.83,4.06,3.62,1.27,8.30,7.18,6.71,5.83,5.51,4.98,3.73
 Synpcc7942_2498 ,0.28,0.37,0.68,1.07,1.31,1.25,1.10,0.93,0.16,0.15,0.22,0.32,0.62,0.89,1.15,2.62
 Synpcc7942_2499 ,0.23,0.34,0.70,1.26,1.39,1.37,1.17,0.96,0.14,0.11,0.21,0.31,0.81,1.14,1.43,3.25
 Synpcc7942_2500 ,0.21,0.32,0.57,1.01,1.24,1.18,1.03,0.90,0.14,0.09,0.14,0.26,0.63,0.96,1.11,3.23
 Synpcc7942_2501 ,2.73,2.89,2.68,3.05,3.17,2.86,2.76,2.58,3.30,2.22,2.21,2.15,2.37,2.69,2.75,3.82
 Synpcc7942_2502 ,0.13,0.37,0.38,0.43,0.34,0.31,0.23,0.16,0.11,0.16,0.18,0.20,0.25,0.38,0.43,0.25
 Synpcc7942_2503 ,1.01,5.08,5.10,5.46,3.43,3.00,2.79,2.32,0.54,1.16,1.45,1.66,2.78,3.60,4.23,5.80
 Synpcc7942_2504 ,0.28,0.49,0.56,0.44,0.34,0.27,0.30,0.34,0.09,0.17,0.19,0.19,0.21,0.22,0.26,0.48
 Synpcc7942_2505 ,0.04,0.04,0.05,0.05,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.02,0.06
 Synpcc7942_2506 ,1.28,1.25,0.92,1.16,1.91,2.55,2.50,2.36,1.16,1.16,1.09,1.02,1.38,1.62,2.33,5.08
 Synpcc7942_2507 ,1.32,1.18,1.02,1.41,2.66,3.09,3.50,2.92,1.31,1.32,1.06,1.27,1.68,2.28,3.09,7.82
 Synpcc7942_2508 ,0.17,0.13,0.12,0.11,0.16,0.17,0.16,0.15,0.19,0.13,0.14,0.15,0.15,0.14,0.13,0.19
 Synpcc7942_2509 ,0.28,0.42,0.45,0.35,0.32,0.28,0.29,0.27,0.33,0.44,0.43,0.42,0.38,0.34,0.33,0.23
 Synpcc7942_2510 ,1.64,1.66,1.56,1.37,1.24,1.25,1.22,1.57,1.43,1.84,1.40,1.66,1.51,1.18,1.24,0.69
 Synpcc7942_2511 ,0.69,0.49,0.41,0.38,0.34,0.43,0.49,0.57,0.66,0.75,0.51,0.44,0.37,0.35,0.33,0.36
 Synpcc7942_2512 ,1.00,0.89,0.73,0.62,0.58,0.67,0.73,0.71,0.97,1.18,0.80,0.74,0.62,0.57,0.61,0.66
 Synpcc7942_2513 ,0.69,0.97,0.76,0.68,0.71,0.83,0.81,0.84,0.58,0.79,0.67,0.64,0.65,0.56,0.68,0.91
 Synpcc7942_2514 ,0.35,0.40,0.41,0.33,0.26,0.23,0.27,0.30,0.27,0.43,0.40,0.37,0.32,0.29,0.28,0.22
 Synpcc7942_2515 ,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.03,0.03,0.04,0.04,0.04,0.05,0.10
 Synpcc7942_2516 ,0.27,0.37,0.30,0.30,0.24,0.35,0.44,0.29,0.29,0.33,0.37,0.35,0.31,0.32,0.30,0.54
 Synpcc7942_2517 ,0.62,0.83,0.91,0.78,0.65,0.70,0.79,0.76,0.56,0.69,0.85,0.85,0.79,0.79,0.74,0.65
 Synpcc7942_2518 ,0.56,0.93,0.99,0.82,0.70,0.74,0.77,0.81,0.62,0.77,0.93,0.95,0.85,0.82,0.79,0.56
 Synpcc7942_2519 ,0.14,0.13,0.15,0.18,0.23,0.18,0.17,0.12,0.24,0.13,0.09,0.10,0.13,0.14,0.16,0.31
 Synpcc7942_2520 ,0.54,0.52,0.48,0.38,0.26,0.30,0.33,0.29,0.44,0.68,0.47,0.44,0.39,0.31,0.30,0.19
 Synpcc7942_2521 ,0.35,0.56,0.43,0.43,0.36,0.40,0.45,0.35,0.36,0.62,0.47,0.46,0.44,0.44,0.39,0.35
 Synpcc7942_2522 ,0.19,0.19,0.16,0.13,0.22,0.28,0.32,0.32,0.14,0.21,0.17,0.17,0.16,0.14,0.22,0.55
 Synpcc7942_2523 ,0.24,0.13,0.12,0.12,0.17,0.15,0.16,0.32,0.16,0.14,0.10,0.14,0.11,0.09,0.15,0.10
 Synpcc7942_2524 ,2.19,1.69,1.42,1.44,1.36,1.93,2.27,2.26,1.81,4.25,2.98,2.93,2.20,2.04,2.15,1.43
 Synpcc7942_2525 ,2.75,1.85,1.51,1.43,1.35,1.53,1.52,1.42,2.89,2.19,1.82,1.75,1.55,1.62,1.56,1.74
 Synpcc7942_2526 ,2.26,1.44,1.40,1.58,1.90,1.99,2.08,2.04,2.74,1.50,1.41,1.40,1.67,1.89,2.03,3.35
 Synpcc7942_2527 ,0.60,0.26,0.23,0.31,0.39,0.43,0.42,0.43,0.79,0.36,0.30,0.27,0.30,0.36,0.39,0.51
 Synpcc7942_2528 ,0.15,0.07,0.06,0.11,0.10,0.06,0.07,0.07,0.23,0.08,0.08,0.07,0.09,0.12,0.08,0.06
 Synpcc7942_2529 ,0.29,0.51,0.57,0.97,1.00,1.02,1.02,1.13,0.27,0.59,0.39,0.46,0.69,0.59,0.60,2.90
 Synpcc7942_2530 ,4.43,5.69,3.97,3.61,3.26,4.28,5.20,4.55,1.83,12.01,8.74,7.61,5.27,3.97,3.66,2.45
 Synpcc7942_2531 ,5.11,4.90,3.44,3.30,2.68,3.55,4.18,4.14,1.85,11.49,8.13,7.06,4.97,3.89,3.39,1.87
 Synpcc7942_2532 ,0.13,0.29,0.28,0.31,0.38,0.42,0.37,0.37,0.22,0.28,0.36,0.37,0.34,0.43,0.45,0.75
 Synpcc7942_2533 ,0.24,0.31,0.33,0.37,0.41,0.47,0.49,0.45,0.38,0.41,0.38,0.43,0.43,0.54,0.48,1.00
 Synpcc7942_2534 ,0.40,0.45,0.36,0.46,0.50,0.56,0.50,0.35,0.71,0.32,0.25,0.26,0.31,0.37,0.36,0.71
 Synpcc7942_2535 ,0.12,0.18,0.16,0.23,0.39,0.43,0.43,0.37,0.17,0.11,0.10,0.12,0.17,0.22,0.34,1.43
 Synpcc7942_2536 ,1.05,1.06,0.79,0.86,0.95,1.04,0.99,0.97,1.45,1.18,1.38,1.10,1.16,1.20,1.32,1.20
 Synpcc7942_2537 ,1.45,2.11,1.86,1.85,1.92,2.06,1.98,1.93,2.47,2.33,2.50,2.39,2.32,2.36,2.64,2.72
 Synpcc7942_2538 ,1.63,2.25,1.92,1.96,1.98,2.14,2.05,1.86,2.81,2.37,2.56,2.47,2.44,2.65,2.72,3.20
 Synpcc7942_2539 ,0.23,0.44,0.40,0.34,0.25,0.32,0.30,0.27,0.22,0.50,0.52,0.44,0.35,0.37,0.35,0.42
 Synpcc7942_2540 ,0.15,0.17,0.15,0.16,0.25,0.22,0.35,0.27,0.15,0.12,0.12,0.09,0.10,0.12,0.26,1.44
 Synpcc7942_2541 ,12.61,8.89,6.30,5.73,5.67,5.89,6.92,7.81,5.39,16.92,10.34,10.85,7.67,6.16,5.15,4.12
 Synpcc7942_2542 ,0.08,0.20,0.14,0.15,0.17,0.17,0.23,0.16,0.15,0.16,0.14,0.14,0.12,0.20,0.17,0.37
 Synpcc7942_2543 ,0.19,0.23,0.16,0.16,0.19,0.24,0.25,0.23,0.18,0.17,0.16,0.21,0.15,0.18,0.22,0.55
 Synpcc7942_2544 ,0.14,0.08,0.10,0.06,0.07,0.06,0.05,0.06,0.09,0.08,0.05,0.08,0.10,0.06,0.07,0.07
 Synpcc7942_2545 ,0.48,0.78,0.64,0.55,0.46,0.51,0.55,0.53,0.41,0.97,0.76,0.75,0.57,0.51,0.51,0.39
 Synpcc7942_2546 ,0.70,0.36,0.42,0.43,0.26,0.22,0.19,0.20,0.66,0.50,0.55,0.56,0.44,0.33,0.26,0.10
 Synpcc7942_2547 ,1.16,1.23,1.39,1.72,1.56,1.34,1.39,1.43,1.44,0.74,0.77,0.90,0.99,1.13,1.11,3.11
 Synpcc7942_2548 ,0.98,0.99,0.84,0.83,0.85,1.02,0.93,1.01,1.08,1.30,1.10,1.04,1.06,0.83,1.00,1.18
 Synpcc7942_2549 ,0.02,0.00,0.01,0.00,0.03,0.04,0.01,0.01,0.02,0.01,0.00,0.00,0.00,0.00,0.01,0.05
 Synpcc7942_2550 ,0.16,0.14,0.10,0.10,0.09,0.09,0.11,0.10,0.16,0.16,0.17,0.18,0.13,0.11,0.09,0.06
 Synpcc7942_2551 ,0.02,0.01,0.02,0.05,0.15,0.12,0.11,0.10,0.02,0.01,0.01,0.02,0.08,0.10,0.12,0.14
 Synpcc7942_2552 ,0.06,0.08,0.06,0.10,0.26,0.36,0.39,0.28,0.07,0.03,0.03,0.03,0.09,0.15,0.34,0.45
 Synpcc7942_2553 ,0.07,0.12,0.06,0.17,0.51,0.76,0.71,0.65,0.08,0.04,0.05,0.05,0.12,0.24,0.60,1.22
 Synpcc7942_2554 ,0.23,0.28,0.32,0.50,1.92,2.66,2.74,2.56,0.25,0.13,0.11,0.18,0.43,0.93,2.07,6.88
 Synpcc7942_2555 ,0.04,0.03,0.03,0.09,0.32,0.31,0.30,0.34,0.05,0.02,0.02,0.03,0.15,0.22,0.27,0.52
 Synpcc7942_2556 ,0.05,0.07,0.06,0.20,0.70,0.70,0.60,0.67,0.06,0.02,0.04,0.09,0.32,0.41,0.64,1.12
 Synpcc7942_2557 ,0.04,0.03,0.06,0.25,0.99,0.94,0.95,0.95,0.04,0.03,0.03,0.08,0.36,0.65,0.84,1.82
 Synpcc7942_2558 ,0.04,0.03,0.03,0.04,0.05,0.05,0.05,0.05,0.04,0.03,0.03,0.03,0.04,0.05,0.06,0.17
 Synpcc7942_2559 ,9.98,8.99,6.32,6.36,6.03,7.27,7.66,7.59,6.56,15.02,10.62,9.44,7.05,6.13,6.42,4.48
 Synpcc7942_2560 ,0.16,0.14,0.12,0.13,0.10,0.12,0.12,0.11,0.11,0.17,0.15,0.14,0.10,0.08,0.08,0.09
 Synpcc7942_2561 ,4.39,4.98,4.98,5.25,3.74,3.73,3.90,3.41,5.34,6.91,6.27,6.22,5.57,5.35,4.47,2.48
 Synpcc7942_2562 ,0.21,0.16,0.18,0.16,0.16,0.16,0.17,0.17,0.17,0.18,0.17,0.18,0.16,0.12,0.14,0.15
 Synpcc7942_2563 ,0.09,0.08,0.09,0.11,0.13,0.10,0.09,0.09,0.12,0.05,0.06,0.07,0.09,0.09,0.09,0.13
 Synpcc7942_2564 ,1.19,1.32,1.30,1.05,0.64,0.67,0.72,0.88,0.65,1.58,1.51,1.39,1.04,0.97,0.76,0.36
 Synpcc7942_2565 ,1.38,1.31,1.37,1.12,0.74,0.72,0.86,0.92,0.74,1.80,1.59,1.57,1.19,1.00,0.87,0.47
 Synpcc7942_2566 ,0.76,1.04,0.86,0.90,0.83,1.15,1.33,1.21,0.73,1.31,1.24,1.31,1.14,1.09,1.27,1.65
 Synpcc7942_2567 ,0.27,0.25,0.17,0.18,0.20,0.26,0.31,0.30,0.29,0.40,0.41,0.42,0.31,0.28,0.32,0.30
 Synpcc7942_2568 ,0.31,0.32,0.30,0.27,0.19,0.20,0.20,0.21,0.22,0.31,0.28,0.25,0.22,0.19,0.17,0.17
 Synpcc7942_2569 ,0.28,0.38,0.34,0.30,0.18,0.17,0.24,0.21,0.24,0.40,0.38,0.36,0.27,0.25,0.20,0.15
 Synpcc7942_2570 ,0.59,0.69,0.54,0.46,0.32,0.34,0.39,0.39,0.38,0.88,0.78,0.72,0.54,0.43,0.34,0.19
 Synpcc7942_2571 ,0.27,0.30,0.21,0.24,0.29,0.28,0.27,0.29,0.35,0.20,0.22,0.23,0.23,0.25,0.25,0.54
 Synpcc7942_2572 ,0.20,0.12,0.22,0.22,0.33,0.29,0.38,0.14,0.34,0.59,0.48,0.57,0.56,0.51,0.66,0.24
 Synpcc7942_2573 ,0.08,0.15,0.18,0.14,0.11,0.12,0.10,0.07,0.11,0.18,0.12,0.18,0.18,0.17,0.18,0.09
 Synpcc7942_2574 ,0.08,0.22,0.29,0.18,0.17,0.14,0.14,0.11,0.10,0.29,0.17,0.27,0.31,0.27,0.21,0.21
 Synpcc7942_2575 ,0.02,0.07,0.09,0.04,0.03,0.05,0.04,0.05,0.02,0.09,0.06,0.11,0.11,0.07,0.05,0.04
 Synpcc7942_2576 ,0.16,0.16,0.16,0.16,0.15,0.16,0.14,0.11,0.22,0.15,0.19,0.18,0.18,0.18,0.19,0.22
 Synpcc7942_2577 ,0.29,0.29,0.28,0.26,0.31,0.38,0.37,0.40,0.33,0.26,0.28,0.26,0.29,0.27,0.38,0.49
 Synpcc7942_2578 ,0.47,0.43,0.44,0.49,0.52,0.59,0.62,0.60,0.50,0.50,0.51,0.54,0.51,0.50,0.56,0.86
 Synpcc7942_2579 ,0.46,0.35,0.32,0.34,0.38,0.36,0.32,0.35,0.46,0.38,0.32,0.35,0.32,0.31,0.34,0.32
 Synpcc7942_2580 ,0.79,0.65,0.63,0.60,0.57,0.51,0.52,0.54,0.68,0.61,0.58,0.57,0.55,0.52,0.48,0.54
 Synpcc7942_2581 ,0.47,0.50,0.53,0.50,0.45,0.45,0.53,0.55,0.53,0.65,0.58,0.56,0.50,0.42,0.44,0.34
 Synpcc7942_2582 ,0.30,0.33,0.28,0.27,0.26,0.28,0.32,0.31,0.35,0.47,0.47,0.41,0.35,0.27,0.28,0.19
 Synpcc7942_2583 ,1.35,1.83,1.72,1.65,1.83,1.98,1.90,1.54,2.32,1.70,1.88,1.77,1.76,1.93,2.02,3.11
 Synpcc7942_2584 ,0.44,0.42,0.36,0.37,0.40,0.47,0.44,0.40,0.60,0.41,0.52,0.41,0.45,0.45,0.48,0.60
 Synpcc7942_2585 ,0.06,0.08,0.06,0.04,0.04,0.04,0.06,0.03,0.17,0.04,0.04,0.07,0.04,0.06,0.08,0.06
 Synpcc7942_2586 ,0.08,0.09,0.15,0.10,0.15,0.11,0.14,0.08,0.15,0.10,0.06,0.08,0.10,0.09,0.13,0.15
 Synpcc7942_2587 ,0.31,0.25,0.16,0.19,0.19,0.19,0.19,0.18,0.41,0.29,0.28,0.26,0.23,0.19,0.20,0.15
 Synpcc7942_2588 ,0.38,0.35,0.29,0.27,0.25,0.27,0.27,0.24,0.53,0.38,0.41,0.40,0.34,0.33,0.33,0.32
